cancion,artista
"Hace tiempo que ya no te veo
Pero hace más que ya no te creo
¿A mí qué me importa qué me diste?
Yo te di de más y me dejaste en cero

¿Qué te pasó tu no ibas a volver?
Te veías seguro cuando te fuiste
Y yo sé que te jode ver
Que te jode ver
Que estoy tranqui-tranquila
Ah

No me duelen ni las despеdidas, no
Tú te fuiste y yo
Ya me pusе más killah
Más fina
Regalé las jordans
Ya no me combinan
Estoy tranqui-tranquila
(TINI, TINI)

Chill, chill feeling like a home run
En el 350 racing
Desde aquí ya no te veo
Ya ni te deseo
sabes baby

Que estoy puesta pa' el party
Que entra la botella
Todo el mundo preguntando: ¿Quién es ella?
Más dura, más suelta, más bella
Llegaste, pero ella se fue ya
No, no, no

No quiero saber si me extrañas
O si te aburrió la de España
Que te vaya bien, pero vaya
Estoy tranqui-tranquila
Ah

No me duelen ni las despedidas, no
Tú te fuiste y yo
Ya me puse más killah
Más fina
Regalé las jordans
Ya no me combinan
Estoy tranqui-tranquila
Yeah-yeah

Mira qué pasó, mira qué pasó
Dijo que se iba, pero igual volvió
Mira qué pasó, mira qué pasó
Que le sobran muchas y le falto yo

Mira qué pasó, mira qué pasó
Le sangró la herida porque se cayó
Yo no voy a volver, si quieres tatúatelo

(Que estoy tranqui-tran—)
Estoy tranqui-tranquila
Ah

No me duelen ni las despedidas, no
Tú te fuiste y yo
Ya me puse más killah
Más fina
Regalé las jordans
Ya no me combinan
Estoy tranqui-tranquila",tini
"Si me toca escoger entre volverte a ver
O aceptar que te fuiste
Yo prefiero fingir que, por ti, estoy feliz
Aunque no me escogiste

Si me toca romper todo mi corazón
Para atarte a mi vida
Ya tendré que entender que en las guerras de amor
Siempre hay balas perdidas

No me obligues a disimular
Que quizá no te vi, si te veo
Porque sabes que lo prometí
Aunque, si yo fuera tú, no me creo

Si me toca borrar cada marca
Que a ti te dejaron sus besos
Yo prefiero escribirles encima
Con los que faltan de los nuestros

Pude haber sido yo
La que tiene tu corazón guardado
Pero alguien sin piedad me lo robó
Cuando por fin pensé haberlo atrapado, fue que se escapó

Pude haber sido yo
La que a tu lado siempre se despierte
Pero el futuro nunca nos llegó
Me prometí que nunca iba a perderte y no sé qué pasó

Pude haber sido yo
Si tú tan solo me hubieras pedido
Un consejo de amor (ooh)
Si tú tan solo me hubieras pedido
Un consejo de amor (ooh)

Si me toca esperarte, lo haré
Y no desvaneceré con las horas (no desvaneceré)
Y aunque llegue alguien más
Y no te puedo hablar, es igual que estar sola

Sé que me cuesta ver que al final
Voy a ser yo quien termine herida
Pero debo entender que en las guerras de amor
Siempre hay balas perdidas

Pude haber sido yo
La que tiene tu corazón guardado
Pero alguien sin piedad me lo robó
Cuando por fin pensé haberlo atrapado, fue que se escapó

Pude haber sido yo
La que a tu lado siempre se despierte
Pero el futuro nunca nos llegó
Me prometí que nunca iba a perderte y no sé qué pasó

Pude haber sido yo
Si tú tan solo me hubieras pedido
Un consejo de amor (ooh)
Si tú tan solo me hubieras pedido
Un consejo de amor (ooh)

Pude haber sido yo
Pero dejaste un loco enamorado
Buscando un beso tuyo en la estación
Y no hay peor desgracia que extrañar lo que nunca pasó

Pude haber sido yo
La que a tu lado siempre se despierte
Pero el futuro nunca nos llegó (nunca llegó)
Me prometí que nunca iba a perderte y no sé qué pasó

Pude haber sido yo (pude haber sido yo)
Si tú tan solo me hubieras pedido
Un consejo de amor (ooh)
Si tú tan solo me hubieras pedido
Un consejo de amor (ooh)

Si tú tan solo me hubieras pedido
Un consejo de amor",tini
"Suelto el pelo contra el viento
Para poder tapar mi sombra
No existe lo que no se nombra, eh-eh
Yo estoy bien, yo nunca siento
Total to' viven a mi costa
Aunque nunca me lo hice a posta

Posta
Que van diez años, que van mil daños, qué bien me engaño, posta
Que soy perfecta y no me afecta lo que digan los extraños, posta
Que estoy bien, que estoy bien, que estoy bien, que estoy bien, que yo puedo, posta
Porque he nacido con dinero, en cuna de oro, nada duele, ¿esa es la posta?

Solo soy yo la que vi llover
Nadie quiere ver, nadie va a llamar
Preferí dormir, preferí callar
Una princesa no llora en televisión

Pero el acting mal no me salió
Hasta TINI se lo creyó
Pero Martina despertó y ahora le importa, posta
La posta es que siempre fui una rockstar, posta
Y me encanta que no la conozcas, posta
Soy la flaquita de la tele
Que de memoria se aprendió lo que le impostan

Flasheaste que tenés la posta, pero
Puedo decírtelo, porque ahora, sí, me importa
Podría seguir, pero mejor te la hago corta, posta

(Suelto el pelo contra el viento)
(Para poder tapar mi sombra)
(No existe lo que no se nombra, eh-eh)
(Yo estoy bien, yo nunca siento)
(Total to's viven a mi costa)
(Aunque nunca me lo hice a posta)

Posta",tini
"Dicen que robé, que una familia rompí
Dicen tanta shit, dale, no me hables de mí
Ni de ti, ni de ti
Ni de ti, ni de ti

Dicen que me escondo pa' tomarme una pill
Que por eso estoy skinny, no hables de mí
Ni de ti, ni de ti (yeah)
Ni de ti, ni de ti

Casi mi abuela también se la creyó
(No le lleves el apunte)
(Porque yo sé lo que es, eh)
(Todo inventado, todo mentira)

El que esté libre de pecado, tire la primera
Por cada uno que me odie, tengo a diez que me quieran
Me la sé de memoria, no hay mierda que me hiera
Me quedé callada pa' que a los niños no les duela

Duélale a quien le duela, sigo acá, sigo en primera
Duélale a quien le duela, acá, sin terminar la escuela
Yo no me robé a nadie, yo, sí, que tengo pruebas
Pero sigo pa'lante, como lo dijo mi abuela

(Vas a tener que luchar siempre con eso, Martina)
(Ese éxito, a alguien le lastima mucho)

Ah
Bueno, me saqué bastante las ganas, pero
Lamento pincharles el globo, no me drogo (no me drogo)
Después de muchos años de estar callada
Me da mucha tristeza tener que aclarar quién soy
Y qué hago con mi vida (qué hago con mi vida)
Caer en la manipulación de ciertas personas
Que se alimentan con mentiras absurdas
Opinando de mi vida con total impunidad
Es un acto de insensibilidad brutal
Es deplorable ver cómo hay personas
Que a través de un medio de comunicación o una red social
Son capaces de expresarse de la forma más cruel posible
Engañando, difamando
Con la única intención de lastimar hasta lo más profundo que puedan
Y a todos los que siguen creyendo o alimentando estas mentiras
Les deseo, de todo corazón
Que encuentren algo más productivo para hacer con sus vacías vidas

(Así que quédate tranquila, ¿eh?)
(Bueno, te amo, abu, qué bueno que estés bien)
(Igualmente, mi amor, yo también te amo tanto)",tini
"(Por eso me voy)
(Así que no me extrañes)
(Antes de que me dañen)
(Cambiando lo que soy)
(Me encanta este desaire)
(Este mi último baile)

Eternos segundos, colores que opacan
Miradas amargas, focos que me apagan
En lo más profundo, lo dulce me amarga
Ahora sé lo que cuesta y no sé cuánto falta

Me hice amiga de este sentimiento
Calma, que el dolor nunca es etеrno

Por eso me voy
Así que no mе extrañes
Antes de que me dañen
Cambiando lo que soy
Me encanta este desaire
Este es mi último baile (uh)

A veces siento que caigo y que vivo
En una eterna tirada al vacío
Pero levanto mirada y respiro
Tengo tiempo pa' cambiar mi destino

Y aunque tenga
Temor al amor
Ahora, así
Es que me siento mejor

Me hice amiga de este sentimiento
Calma, que el dolor nunca es eterno

Por eso me voy
Así que no me extrañes
Antes de que me dañen
Cambiando lo que soy
Me encanta este desaire
Este es mi último baile

(Por eso me voy)
(Este mi último baile)
(Antes de que me dañen)
Cambiando lo que soy
Me encanta este desaire
Así que no me extrañes",tini
"Steve Aoki
TINI (TINI, TINI)
Y La Joaqui (y La Joaqui)
Que junte, mi amor

Hoy salgo con la' muñeca'
Volvemo' al amanecer
Se destapan la' botella'
Hoy hay lluvia de Moët

Hoy salgo con la' muñeca'
Bailemo' al amanecer
Se destapan la' botella'
Hoy hay lluvia de Moët

Mano arriba la que está soltera
Que lo baile contra la pared
La que está soltera
Que lo baile contra la pared, eh

De nosotra' no saben na', tu cintura viene y va
Vos tan buena, yo tan mala, juguemos al Ying y al Yang
Aunque digan que soy vaga, yo te rompo ese can-can
Deja que hable la gilada, que yo a vos te como igual

Muñeca, yo te gusto cuando hago RKT
Sé que está buscando que esta turra te la dé
Esto es un asalto, las manos en la pared
La TINI, TINI, TINI esta noche tiene sed

Descorchando Moët, re bellaca
Nena, por vos, peleo hasta con faca
En el mundo hay tantas wachas y vos sos la que me mata
Y si alguien te toca, le tiro placa, placa

Hoy salgo con la' muñeca'
Volvemo' al amanecer
Se destapan la' botella'
Hoy hay lluvia de Moët

Mano arriba la que está soltera
Que lo baile contra la pared, eh
La que está soltera
Que lo baile contra la pared, eh (TINI, TINI)

Ey, tú tranca, baby, que esta noche es cero estrés
Yo sé bien que tienes novia, si tú quieres somos tres
Nadie sabe que estoy loca, pero ahora ya lo sabés
Esta noche, tres en punto, yo te doy para que me de'

La que está soltera
Contra la pared
La que está soltera
Y la que no también

La que vino sola
Tomando Fernet
La que está soltera
Y la que no también

Hoy salgo con la' muñeca' (TINI, TINI)
Volvemo' al amanecer
Se destapan la' botella'
Hoy hay lluvia de Moët

Mano arriba la que está soltera
Que lo baile contra la pared
La que está soltera
Que lo baile contra la pared, eh (TINI, TINI, TINI)

Te llevo a lo oscuro pa' perrearte, muñeca
Te llevo a lo oscuro pa' perrearte, muñeca (y La Joaqui)
Te llevo a lo oscuro pa' perrearte, muñeca
Te llevo a lo oscuro pa' perrearte, muñeca",tini
"Despertó poco más de las 6
Cuatro platos, tostada y café
Los dejaba de la mano en el colegio

Dos razones para trabajar
Y a la casa llegar a cenar
Convirtiendo gotas de sudor en privilegio

Y ella juega, baila, corre, canta y vuela con las alas de su ángel
Se las presta cuando quiera
Fue una vida de televisión
Que escribió un experto en ilusión
No solo los 24 eran Nochebuena

Porque él sueña, solamente sueña
Y ama, entrеgando el alma
Vive para dejar huеllas
En una historia perfecta que nada le falta

Y ahí está ella, dibujando estrellas
Canta entregando el alma
Corte, y qué bonita escena
No se siente la tormenta cuando está la calma

2008, diciembre, fue un viernes
Ojos que no ven, traición que no sientes
Judas dio el beso, ¿cómo lo desmientes?
¿Cómo se perdona? ¿Cómo te arrepientes?
Si fueron hermanos, y adiós para siempre
Si él le dio la mano y el otro los dientes
Le dieron la espalda y él siempre de frente
Le dieron las gracias, lo empujan del puente

Yo ya entiendo bien lo que pasó
Papá se fue, y culpa de él nunca lo fue
La herida se tatuó en su piel
La mentira la oyó todo el mundo
La verdad nunca la escuchó nadie
Por eso necesito gritarla a todo Buenos Aires

Deja que el tiempo se encargue
Y el destino se encargó de violeta pintarme
Batallas que no escogemos y hay que enfrentarse
De eso se trata amarse
Pero también me dolió, y para decirlo no es tarde

La verdad es que ni siquiera me querían contratar, por ser hija de él
Pero la justicia divina existe
Si supieran las veces que me llamaron para abrir su show
Cantar, sonreír y hacer como si nada hubiese pasado
Pero, gracias a eso, aprendí lo que no quiero ser en esta vida

Juntos, dibujando estrellas
Porque te quiero con todo el alma
Corte, en la siguiente escena
No me importa la tormenta, llegará la calma",tini
"Dale, miénteme
Haz lo que tú quieras conmigo
Dime que esta noche yo soy tu bebé
Y mañana somos amigo', amigo'

Porfa, miénteme
Haz lo que tú quieras conmigo
Ay, dime que esta noche yo soy tu bebé
Y mañana somos amigo', amigo' (Lady)

¿Quién dijo amigo'?
Si te conozco mucho más sin la ropita
Sé que tienes ganitas de estar conmigo
Aunque cuando hay gente, me decís amiguita
Sé qué tú necesita'

Si las miradas mataran, tan-tan-tan
Tú y yo no estaríamos vivos, papi, nah-nah-nah
Cuando estamos acompañados, solo bla-bla-bla
Pero si estamos solitos, es mucho muah-muah-muah

Si las miradas mataran, tan-tan-tan
Tú y yo no estaríamos vivos, papi, nah-nah-nah
Cuando estamos acompañados, solo bla-bla-bla
Pero si estamos solitos, es mucho muah-muah-muah

(TINI, TINI, TINI)

Dale, miénteme
Haz lo que tú quieras conmigo
Dime que esta noche yo soy tu bebé
Aunque mañana somos amigo', amigo'

Porfa, miénteme
Haz lo que tú quieras conmigo
Ay, dime que esta noche yo soy tu bebé
Y mañana somos amigo', amigo'

Estoy más clara que el agua
Baby, fluyo, aunque mañana te vaya'
Yo no sé qué me pasa
Pero hoy quiero pasarme de la raya

Porque si me besa'
Las ganas se me suben a la cabeza
Hoy mezclamos el tequila con cerveza
Porque yo sé que en el fondo a ti te gusta
Dale, confiensa

Porque si me besa'
Las ganas se me suben a la cabeza
Hoy mezclamos el tequila con cerveza
Porque yo sé que en el fondo a ti te gusta
Solo confiensa

Dale, miénteme
Haz lo que tú quieras conmigo
Dime que esta noche yo soy tu lady
Aunque mañana somos amigo', amigo'

Porfa, miénteme
Haz lo que tú quieras conmigo
Ay, dime que esta noche yo soy tu bebé
Y mañana somos amigo', amigo' (amigo')

¿Qué importa?
Si la vida es una sola, ¿qué importa?
Ya tú sabe' que esta noche es bien corta
Tú y yo estamos pa' vivir el momento

¿Qué no' im-, qué no' im-, qué no' importa?
Si la vida es una sola, ¿qué importa?
Ya tú sabe' que esta noche es bien corta
Tú y yo estamo' pa' vivir el momento

¿Qué nos importa? (Porfa)

TINI, TINI, TINI
La' nena' de Argentina (porfa)
La-La-Lady
La-La-Lady",tini
"Con mis gata', salimo' de roce
No llegamo' ante' de las doce
Yo sé bien que parecemo' mala'
Pero, en el fondo, tú me conoce'

Que, en mi cama, no voy a dormir
Un viajero pa' antes de salir
Donde sea, la vamo' a seguir

Esta noche es pa' beber
Pa' salir y no volver
Hoy no llego a mi casa
La montamo' en la plaza

Sírvame un traguito má'
Uno pa' mí y otro pa'
El que a veces se olvida
Que solo hay una vida

Aquí llegó la triple T: TINI, TINI, TINI
No estamo' en la playa, pero en bikini
Que ya no tomo agua, solo Martini
Que yo no quiero amor, me puse la mini

Para salir de fiesta
Bailando reguetón en cámara lenta
Hoy le metemo' cumbia, la que revienta
Pónmela lenta, pónmela lenta (¡pará!)

Pa' que to' mi' babie' le metan hasta abajo
Que los envidiosos se vayan pa'l carajo
Métele cadera, mueve to' lo que trajo
Hasta que amanezca, que de aquí no nos vamo'

Pa' que mi' ladie' le metan como saben
Pa'lante y pa'trás, que no le importa que grabe'
Bailan pegadito, porque casi no caben
Que no le bajen (dice)

Esta noche es pa' beber
Pa' salir y no volver
Hoy no llego a mi casa
La montamo' en la plaza

Sírvame un traguito má'
Uno pa' mí y otro pa'
El que a veces se olvida
Que solo hay una vida

Ya no se enamora, ella sabe
Que guarda su cora' bajo llave
Esta noche, no termina
De Miami pa' Argentina

Que no se enamora, ella sabe
Guarda su cora', ya lo tiene bajo llave
Terminamo' en la piscina
En Miami o Argentina

Esta noche es pa' beber
Pa' salir y no volver
Hoy no llego a mi casa
La montamo' en la plaza

Sírvame un traguito má'
Uno pa' mí y otro pa'
El que a veces se olvida
Que solo hay una vida

Aquí llegó la triple T, triple T, triple T
Llegó la triple T, triple T, triple T
Llegó la triple T, triple T, triple T
Ey, TINI, TINI, TINI

(¿Ah?)",tini
"Acércate, acércate
Yo sé que el brillo de tus ojos no se fue
Todo lo malo que ha pasao', en el pasado dejaré
Por eso pido, por favor, acércate

No sé por qué, no sé por qué
Fui tan idiota, tan cobarde y me alejé
Perdí tu amor en un segundo, y ni un segundo perderé
Para decirte que te quiero, acércate

No sé qué pase, no sé qué pasa
Se para el tiempo cada vez que tú me abrazas
No sé qué haces, pero me pasa
Mi corazón no te ha dejado de querer

Sé que fui yo quien me alejé
Sé que es mi culpa, yo lo sé
Pero te pido por favor, acércate

Sigo corriendo, voy detrás de ti
Cuando yo te siento cerca, te alejas de mí
Ya no sé qué más hacer para hacerte feliz

Duelen tanto, las palabras que tanto decís
Las que te aprendés, las que no sentís
Las que digo yo, las que siento yo por ti
Cuando te fuiste yo nunca me fui

Y vuelve la maldita soledad
Y no se van las ganas de llorar
Creo que ya lo intenté y no soy capaz
Voy a olvidarte y ya te pienso en más

Te sueño más, ya me cansé
Y en lágrimas me desperté
Quise llamar y no llamé
Te quiero hablar y te diré

No sé qué pase, no sé qué pasa
Si para el tiempo cada vez que tú me abrazas
No sé qué haces, pero me pasa
Mi corazón no te ha dejado de querer

Sé que fui yo quien me alejé
Sé que es mi culpa, yo lo sé
Pero te pido, por favor, acércate",tini
"Woah

(Oh, oh)
And so we pray
Ooh, ooh, ooh

I pray that I don't give up, pray that I do my best
Pray that I can lift up, pray my brother is blessed
Praying for enough, pray Virgilio wins
Pray I judge nobody and forgive me my sins

I pray we make it, pray, my friend, I pull through
Pray as I take it onto others, I do
Praying on your love, we pray with every breath
Though I'm in the valley of the shadow of death

And so we pray
For someone to come and show me the way
And so we pray
For some shelter and some records to play
And so we pray
We'll be singing Baraye
Pray that we make it to the end of the day
And so we pray
I know somewhere that Heaven is waitin'
And so we pray
I know somewhere there's something amazin'
And so we pray
I know somewhere we'll feel no pain
Until we make it to the end of the day

I pray that love will shelter us from our fears
I will pray you trust too, let me wipe off your tears
Confront all the pain that we felt inside
Over the cards we were dealt in life
Pray I speak my truth and keep my sisters alive

So, for the ones who parted seas (oh, yeah)
For the ones who's followin' dreams (oh, yeah)
For the ones who knocked down doors (oh, yeah)
And allowed us to pass down keys (oh, yeah)
Pray that we speak with a tongue that is honest
And that we understand how to be modest
Pray when she looks at herself in the mirror
She sees a queen, she sees a goddess

And so we pray
For someone to come and show me the way
And so we pray
For some shelter and some records to play
And so we pray
We'll be singing Baraye
Pray that we make it to the end of the day
And so we pray
I know somewhere that Heaven is waitin'
And so we pray
I know somewhere there's something amazin'
And so we pray
I know somewhere we'll feel no pain
Until we make it to the end of the day

On my knees, I pray, as I sleep and wake
'Cause inside my head is a frightenin' place
Keep a smilin' face only by disgrace
'Cause love's more than I can take, hey

And so we pray
For someone to come and show me the way
And so we pray
For some shelter and some records to play
And so we pray (pray)
We'll be singing Baraye
Till nobody's in need and everybody can sing (no, no)

La-la-la-la-la-la-la (la-la)
La-la-la-la-la-la-la (la-la-la-la)
La-la-la-la-la-la-la (sing it to me)
La-la-la-la-la, we pray, we pray
La-la-la-la-la-la-la (I know somewhere that Heaven is waitin') (is waitin')
La-la-la-la-la-la-la (I know somewhere there's something amazin') (something amazin')
La-la-la-la-la-la-la (until we feel no pain)
La-la-la-la-la, we pray, we pray, we pray

La-la-la-la-la, la-la
La-la-la-la-la, la-la
La-la-la-la-la, la-la
La-la-la-la-la, we pray, we pray, we pray",tini
"Oye
Escucha lo que tengo que decir
Ya no me quedan ganas de mentirte para no llorar
Yo sé que ya es muy tarde, pero

Oye
Todo es cuestión de tiempo, ahora estoy bien
Ya no me quedan ganas de dejar mis besos en tu piel
Quererte fue mi error y ahora lo sé

Porque al final del cuento sé muy dentro
Que yo sin ti estoy mejor
Te fuiste con el viento en un momento
Y no llevaste este amor
Porque eres tú, nunca fui yo quien nos dejó

Conmigo siempre vas a estar mejor
No intentes con un dedo venir a tapar el Sol
No intentes ser más fuerte que la paz y que el amor
Porque este amor no está perdido
Tú ya sabes que este amor nos encontró

Por miedo a perderte
Y vivir solamente pensándote más
Sin saber con quién estás
Yo ya no te sé querer, maldita inseguridad

Por miedo a quererte y no ser suficiente
La velocidad, tengo que dejarte atrás
Tantas ganas de volver, tantas ganas de llorar

Cómo te enloqueces por una persona
Si ya van tres meses y tú no reaccionas
Y aunque la razón te advierte, el corazón traiciona

Pero no hay invierno que sea para siempre
Ya se fue un verano, ya vendrá el siguiente
Y aunque la tormenta vuelva, vas a ser más fuerte

Porque al final del cuento sé muy dentro
Que yo sin ti estoy mejor
Te fuiste con el viento en un momento
Y no llevaste este amor
Porque eres tú, nunca fui yo quien nos dejó
Nunca fui yo

Oye
Te fuiste y no me pude despedir
Ya dije lo que estaba por decirte, ya no vuelvas más
Entiendo que ahora estás mejor sin mí",tini
"Si tú te vas
Me volveré a enamorar
Me volveré a desarmar
Una vez más
Si tú te vas

Si tú, tú
Si tú te vas

Aquí estoy otra vez sufriéndote
Debo estar loca, adicta al ayer
Falso brillante, no cambias la piel

Hoy me pregunto cuándo aprenderé
Tocando el fuego, yo me quemaré
Tanto me empujas, que me haces caer

Si tú te vas
Me volveré a enamorar
Me volveré a desarmar
Una vez más

Si tú te vas
Ay, pierdo el sentido
Muero de frío
No puedo más
Si tú te vas

Si tú, tú
Si tú te vas

Recuerdas las tardes, soñando volar
Tu mano en mi mano, mirando el mar
Me cuesta entender por qué me haces llorar

Noches sin piedad, en la oscuridad
Hoy lo veo con claridad, claridad
Cuando me entregué, dejé de respirar

Si tú te vas
Me volveré a enamorar
Me volveré a desarmar
Una vez más

Si tú te vas
Ay pierdo el sentido
Muero de frío
No puedo más
Si tú te vas

Noches sin piedad, en la oscuridad
Hoy lo veo con claridad, claridad
Cuando me entregué, dejé de respirar

Si tú te vas
Me volveré a enamorar (me volveré a enamorar)
Me volveré a desarmar (me volveré a desarmar)
Una vez más (una vez más)

Si tú te vas
Ay, pierdo el sentido (ay, pierdo el sentido)
Muero de frío (muero de frío)
No puedo más
Si tú te vas

Si tú, tú
Si tú te vas

Si tú te vas",tini
"Hoy tengo un nuevo miedo que antes no tenía
Fue un mes de marzo, dijeron que te perdía
'Taba a tu lado, pero ya falta me hacías
Juro por Dios, decirte adiós no me salía

Y todo el mundo preguntando cómo estaba
Y yo deseando estar en el lugar que estabas
El mundo seguía girando, pero no pa' mí
Pensando en todo lo que aún nos falta por vivir

Siempre fuiste tú lo mejor de mí
Me enseñaste a amar amándomе a mí
No podía aceptar despedirmе así
Por eso, de rodillas, pedí

Por un ratito más, por que sigas aquí
Porque, entre tanta gente, nadie me hace tan feliz
Y si un día te vas, nunca te vas a ir
Porque cada momento que me diste vive en mí

Porque soy parte de ti
Oh-oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh-oh
Porque soy parte de ti

Quería que lo escucharas de mí, no de un tercero
Busqué palabras pa' decirte, pero se escondieron
Yo he escrito cancione' de amor, pero nunca al primero
Y tú, desde el 97, sabe' que te quiero

Y, entre tus brazos, yo aprendí a arriesgarme
En otra vida, tú fuiste mi ángel
Y, en esta, sin ti ya no hay Buenos Aires
Me enseñaste de todo, pero no a soltarte

Siempre fuiste tú lo mejor de mí
Me enseñaste a amar amándome a mí
No podía aceptar despedirme así
Por eso, de rodillas, pedí

Por un ratito más, por que sigas aquí
Porque, entre tanta gente, nadie me hace tan feliz
Y si un día te vas, nunca te vas a ir
Porque cada momento que me diste vive en mí

Porque soy parte de ti
Oh-oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh-oh

Porque soy parte de ti
Oh-oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh-oh

Porque soy parte de ti",tini
"Todo lo que empieza, termina
Yo contigo ¿qué voy a hacer?
Yo contigo ¿qué voy a hacer?

Cuando tengo tu vitamina
Y una dosis se siente bien
Recorriendo toda mi piel

Y aunque yo no quiera alejarme (oh)
Solo tú me sabes encender

Yo solo quiero volver, quiero volver
Quiero darte besos hasta el amanecer
Yo contigo quiero desaparecer (no, no, no)
Todavía no me he ido y ya quiero volver

Quiero volver, quiero volver
Quiero darte besos hasta el amanecer
Yo contigo quiero desaparecer (no, no, no)
Todavía no me he ido y ya quiero volver

Solo quiero volver, solo quiero volver
Todavía no me he ido y ya quiero volver
Solo quiero volver, solo quiero volver

(Yatra, Yatra)
Aunque pase el tiempo, yo te espero
Sabes que este amor no es pasajero
Si no estás conmigo, yo me muero
Porque te juro que te quiero, uh

Baby, no te vayas
Tini, no te vayas
Quédate conmigo aquí bailando en esta playa
Y cuando te bese entero el cuerpo
Pintaré un oasis en tu desierto

Que este verano dure eternamente
Que no me vaya nunca de tu mente
De Buenos Aires hasta Cartagena
Te amaré completamente

Yo solo quiero volver, quiero volver
Quiero darte besos hasta el amanecer
Yo contigo quiero desaparecer (no, no, no)
Todavía no me he ido y ya quiero volver

Quiero volver, quiero volver
Quiero darte besos hasta el amanecer
Yo contigo quiero desaparecer (no, no, no)
Todavía no me he ido y ya quiero volver

Solo quiero volver, solo quiero volver
Todavía no me he ido y ya quiero volver
Solo quiero volver, solo quiero volver
(Todavía no me he ido y ya quiero volver)

Y aunque yo no quiera alejarme (oh)
Solo tú me sabes encender

Yo solo quiero volver, quiero volver
Quiero darte besos hasta el amanecer
Yo contigo quiero desaparecer
Todavía no me he ido y ya quiero volver

Quiero volver, quiero volver
Quiero darte besos hasta el amanecer
Yo contigo quiero desaparecer (quiero desaparecer, no, no, no)
Todavía no me he ido y ya quiero volver

Solo quiero volver, solo quiero volver
Todavía no me he ido y ya quiero volver
Solo quiero volver, solo quiero volver
Todavía no me he ido y ya quiero volver",tini
"Ayer, que hablaría hoy
Hoy, que hablaré mañana
Lo he sentido, lo he callado
Lo he sufrido, lo he guardado
Y no he contado nada

Pretender
Que todo se lo lleva el viento
Y entender
Que me he extrañado tanto tiempo

Ayer llovió en Buenos Aires
Mis lágrimas por la calle, eh-eh
Miré a través de la persiana y no está el Sol
A veces no sale

Cerrando y abriendo heridas
De eso se trata la vida
De que el amor exista después del amor
Aunque te lastima

Y hoy Buenos Aires lastima
Y hoy Buenos Aires lastima
Eh-eh

El miedo de dormir
Sola en mi propia casa
Y no poder salir
Y no entender qué pasa

Pretender
Que todo se lo lleva el viento
Y entender
Que me he extrañado tanto tiempo

Ayer llovió en Buenos Aires
Mis lágrimas por la calle, eh-eh
Miré a través de la persiana y no está el Sol
A veces no sale

Cerrando y abriendo heridas
De eso se trata la vida
De que el amor exista después del amor
Aunque te lastima

Y hoy Buenos Aires lastima
Y hoy Buenos Aires lastima
Y hoy Buenos Aires lastima

(Y hoy Buenos Aires lastima)
(Y hoy Buenos Aires lastima)
(Y hoy Buenos Aires lastima)
(Y hoy Buenos Aires lastima)
(Y hoy Buenos Aires lastima)",tini
"De la manera que yo estoy esperando que vos llegues
O sea, no podés ni comprenderlo
Te espero con muchas ansias y te amo

Pero, bueno, vamos a estar todas juntas
Y vamos a ayudarte con todas esas cosas que tenés que afrontar
Porque, está bien, o sea, es tu vida, boluda, sos vos, si total van a opinar igual

Gorda, sabés que en esos momentos nos podés llamar
O sea, a cualquier hora, en cualquier momento, aquí, sabés
Pedí ayuda, aunque no sepás qué pedir, como, ah
Como hiciste estos días está perfecto, amor
Te amo y te extraño mucho yo también

Ya se termina el año y queda poco
Y acá estamos todas esperándote
Tratá de, de no dar bola a esas cosas que sabés que te hacen mal
Y te amo

Y, al amanecer
Te doy las gracias
Porque, al poderte abrazar
Me vuelvo a encontrar
Sos mi lugar

Dejé de correr
Y cerré la ventana
Cuando no vi a nadie más
Tú nada más me hiciste amar

Te doy gracias por ponerte en mi lugar

Na-na-na-na, na
Na-na-na-na, na
Gracias",tini
